,produc_name,alcholicity,capacity,price,keywords
345,안동소주 일품 21도 350ml,21%,350ml,5290,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,어버이날선물,"
346,안동소주일품 17도 350ml,17%,350ml,4990,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,생신선물,"
347,한주양조 한주 35도 360ml,35%,360ml,10500,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
348,우렁이쌀 청주 14도 500ml,14%,500ml,16000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
349,황금보리소주 40도 375ml,40%,375ml,26000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
350,황금보리소주 25도 375ml,25%,375ml,14000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
351,황금보리소주 17도 375ml,17%,375ml,9000,"명절선물,지인선물,연말모임,부모님생신,외국인선물,파티,저녁식사,전통주선물,"
352,회곡안동소주 375ml_22도,22%,375ml,5400,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,"
353,회곡안동소주 32도 375ml,32%,375ml,8500,"전통주선물,설선물,추석선물,명절선물,지인선물,부모님생신,외국인선물,어버이날선물,"
354,회곡안동소주 42도 375ml,42%,375ml,10500,"전통주선물,설선물,추석선물,명절선물,연말모임,부모님생신,외국인선물,특별한선물,"
355,안동국화주 42도 375ml,42%,375ml,12000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,외국인선물,특별한선물,"
356,안동국화주 32도 375ml,32%,375ml,10300,"전통주선물,설선물,추석선물,명절선물,지인선물,부모님생신,외국인선물,특별한선물,"
357,안동국화주 22도 375ml,22%,375ml,6800,"전통주선물,설선물,추석선물,명절선물,지인선물,부모님생신,외국인선물,특별선물,"
358,자연과인삼 홍삼명주 750ml,14%,750ml,28000,"전통주선물,설선물,추석선물,명절선물,연말모임,부모님생신,외국인선물,특별선물,"
359,자연과인삼 홍삼명주 500ml,14%,500ml,18000,"전통주선물,설선물,추석선물,명절선물,연말모임,부모님생신,외국인선물,특별선물,"
360,자연과인삼 홍삼명주 375ml,14%,375ml,14000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,부모님생신,특별선물,외국인선물,"
361,내국양조 송이주 13도 375ml,13%,375ml,14000,"전통주선물,설선물,추석선물,명절선물,연말모임,특별선물,외국인선물,생신선물,능이버섯,"
362,내국양조 능이주 375ml,13%,375ml,14000,"전통주선물,설선물,추석선물,명절선물,지인선물,연말모임,특별선물,만찬,"
363,녹고의 눈물 16도 750ml,16%,750ml,38000,"명절선물,설선물,전통주선물,추석선물,외국인선물,특별선물,집들이선물,"
364,문배술 40도 700ml,40%,700ml,38000,"명절선물,설선물,전통주선물,추석선물,외국인선물,특별선물,어른선물,차례,제사,"
365,문배술 호리병 40도 400ml,40%,400ml,29200,"명절선물,설선물,추석선물,특별선물,외국인선물,어른선물,명절,차례,제사,부모님선물,"
366,문배술 40도 200ml,40%,200ml,12800,"명절선물,설선물,추석선물,특별한선물,가족,명절,차례,제사,전통주선물,"
367,장수하삼 도자기 23도 500ml,23%,500ml,30000,"전통주선물,설선물,추석선물,명절선물,외국인선물,특별한선물,어른선물,장수기념,"
368,금산인삼주 수삼 단본 43도 375,43%,375ml,24000,"전통주선물,설선물,추석선물,명절선물,특별한선물,외국인선물,"
369,금산인삼주 23도 375ml,23%,375ml,15000,"전통주선물,설선물,추석선물,명절선물,특별한선물,외국인선물,생신선물,집들이선물,"
370,금산인삼주 수삼 단본 43도 720ml,43%,720ml,48000,"전통주선물,설선물,추석선물,명절선물,특별한선물,외국인선물,집들이선물,"
371,감홍로 40도 700ml,40%,700ml,75000,"설선물,추석선물,명절선물,지인선물,특별한선물,외국인선물,전통주선물,"
372,감홍로 40도 400ml,40%,400ml,45000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어버이날선물,"
373,담양 추성고을 타미앙스 40도 500ml 도자기,40%,500ml,40000,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,"
374,추성고을 추성주 25도 400ml,25%,400ml,30000,"설선물,명절선물,추석선물,부모님선물,전통주선물,특별선물,외국인선물,"
375,추성고을 추성주 25도 350ml,25%,350ml,25000,"설선물,명절선물,추석선물,특별선물,외국인선물,어른선물,전통주선물,"
376,이강주 19도 375ml,19%,375ml,5400,"설선물,추석선물,명절선물,전통주선물,특별한선물,외국인선물,어른선물,어버이선물,"
377,전주 이강주 1호 25도 400ml 도자기,25%,400ml,22250,"명절선물,설선물,추석선물,전통주선물,특별한선물,외국인선물,어버이날,"
378,금산인삼주 수삼 23,23%,720ml,37000,"명절선물,설선물,추석선물,전통주선물,특별한선물,외국인선물,어버이날선물,금산,수삼,"
