,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,단맛,단맛,신맛,청량감,크라,테,로제,와인,맛,그래프,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,
1,단맛,단맛,신맛,청량감,바디감,선운산,복분자,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,
2,단맛,단맛,신맛,청량감,약함,약함,약함,바디감,가벼움,별,바랑,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
3,단맛,단맛,신맛,청량감,약함,약함,약함,연천,아주,맛,그래프,강함,가벼움,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,,,
4,향,향,바디감,천년,주,밤,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,,,
5,단맛,단맛,신맛,청량감,바디감,죽향,생,막걸리,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,,,,,,,,
6,한비 동충하초술 맛 그래프,한비,동충하초,술,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
7,미인탁주 맛 그래프,미인,탁주,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
8,백자주 맛 그래프,백,자주,맛,그래프,단맛,신맛,약함,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
9,단맛,단맛,신맛,바디감,목넘김,한산,소곡주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
10,단맛,단맛,신맛,청량감,바디감,정,고집,나주,쌀,생,막걸리,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,
11,단맛,단맛,신맛,청량감,바디감,입장,탁주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,NAVER,,,,,,,,,
12,단맛,단맛,신맛,청량감,바디감,이상헌,약주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,PTAVER,,,,,
13,안동소주일품 21 맛 그래프,안동,소주,일품,21,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
14,김천과하주 16% 맛 그래프,김천,과하주,16,%,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,
15,청진주 맛 그래프,청,진주,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
16,단맛,단맛,신맛,청량감,바디감,매실,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,
17,향기,향기,맛,바디감,명술,375,맛,그래프,약함,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
18,The 찾을수록 시리즈 맛 그래프,The,찾을,수록,시리즈,맛,그래프,단,맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,
19,단맛,단맛,신맛,청량감,바디감,양촌,생,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
20,계룡산 산삼주 금수강산 40% 맛 그래프,계룡산,산삼주,금수,강산,40,%,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,
21,단맛,단맛,신맛,지란지교,약주,맛,그래프,균형감,약함,약함,바디감,가벼움,강함,강함,무거움,출처,:,전진,아,.,이재욱,소믈리에,",",NAVER,,,,,,,,,
22,단맛,단맛,신맛,청량감,바디감,청,세주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
23,금산인삼주 수삼단본720 23% 맛 그래프,금산,인삼주,수삼,단본,720,23,%,맛,그래프,향기,맛,바디감,약함,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,
24,단맛,단맛,신맛,청량감,바디감,세종,쌀,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
25,단맛,단맛,신맛,청량감,바디감,해미읍,성,매실,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,
26,지리산허브잎술 맛 그래프,지리산,허브,잎술,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,
27,단맛,단맛,신맛,청량감,바디감,금,이산,농원,오가피,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,",",NAVER,,,,
28,단맛,단맛,신맛,바디감,목넘김,대통,대잎,술맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
29,단맛,단맛,신맛,청량감,바디감,백운,복분자주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,
30,단맛,단맛,신맛,청량감,바디감,세종대왕,어주,약주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,
31,녹천 한산소곡주(생) 맛 그래프,녹천,한산,소곡주,(,생,),맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,
32,문배술헤리티지 23 맛 그래프,문배,술,헤리티지,23,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
33,녹천 소곡주 480 맛 그래프,녹천,소곡주,480,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
34,단맛 낮음,단맛,낮음,신맛,그랑,꼬또,M56,맛,그래프,청량감,바디감,낮음,낮음,무거움,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,
35,단맛,단맛,신맛,청량감,바디감,부자,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
36,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,마셔,블랑,맛,그래프,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
37,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,추시,와인,맛,그래프,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,
38,단맛,단맛,신맛,청량감,바디감,정,고집,나주,배,약주,9,%,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER
39,이화백주 맛 그래프,이화,백주,맛,그래프,단맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
40,향,향,바디감,약함,가벼움,황칠,주,맛,그래프,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
41,단맛,단맛,신맛,청량감,바디감,라이스,퐁당,17,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,
42,단맛,단맛,신맛,청량감,머,르드,서,스위트,맛,그래프,약함,약함,약함,강함,가벼움,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
43,향기,향기,목넘김,바디감,려,(,25,%,),맛,그래프,약,드라이,라이트,강,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
44,다랭이팜생막걸리 맛 그래프,다랭이,팜생,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
45,향기,향기,맛,바디감,천마,몽,맛,그래프,약함,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
46,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,모월,연,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,
47,미생 막걸리 맛 그래프,미생,막걸리,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
48,미인 약주 맛 그래프,미인,약주,맛,그래프,단,맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,
49,단맛,단맛,신맛,청량감,서주,16,%,맛,그래프,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,",",NAVER,,,
50,해창도 생막걸리 맛 그래프,해창,도,생,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
51,단맛 낮음,단맛,낮음,신맛,청량감,예주,맛,그래프,바디감,낮음,낮음,무거움,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,,,
52,단맛,단맛,신맛,청량감,바디감,강쇠,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,,
53,지평생막걸리 옛막걸리 맛 그래프,지,평생,막걸리,옛,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,
54,샤토미소(스위트) 맛 그래프,샤토,미소,(,스위트,),맛,그래프,단맛,신맛,바디감,목넘김,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,
55,향,향,바디감,두레,앙,22,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
56,향,향,바디감,목넘김,세,우리,맛,그래프,약함,가벼움,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
57,바디감,바디감,감,보드카,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,,,,,,,,,,,,,
58,단맛,단맛,신맛,청량감,바디감,펀치,바나나,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,NAVER,,,,,,,,,
59,강소주 맛 그래프,강소주,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
60,단맛,단맛,신맛,바디감,목넘김,홍삼,명주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
61,향,향,바디감,약함,독산,53,맛,그래프,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
62,향,향,바디감,약함,가벼움,한시,울,맛,그래프,목넘김,부드러움,강함,무거움,거침,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,,
63,단맛,단맛,신맛,바디감,목넘김,한산,소곡주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
64,단맛,단맛,신맛,청량감,바디감,포엠,화이트,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,",",NAVER,,
65,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,하향주,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
66,송이주 맛 그래프,송이주,맛,그래프,단맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
67,단맛,단맛,신맛,청량감,도깨비,술,9,%,맛,그래프,약함,약함,약함,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
68,단맛,단맛,신맛,청량감,바디감,볼빨간,막걸리,10,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,
69,단맛,단맛,신맛,청량감,바디감,술샘,이화주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
70,단맛,단맛,신맛,청량감,도깨비,술,7,%,맛,그래프,약함,약함,약함,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
71,단맛,단맛,신맛,청량감,바디감,약함,기다림,16,맛,그래프,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
72,단맛,단맛,신맛,청량감,추사,애플,와인,맛,그래프,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,
73,녹파주 맛 그래프,녹,파주,맛,그래프,단맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
74,단맛,단맛,신맛,청량감,바디감,술취한,원숭이,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
75,코이버펑크 카베르네 소비뇽 맛 그래프,코이,버,펑크,카베르네,소비뇽,맛,그래프,단맛,신맛,청량감,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,코이,버,펑크,NAVER,,,,,,,
76,우렁이쌀 손막걸리 맛 그래프,우렁이,쌀,손,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
77,단맛,단맛,신맛,청량감,약함,약함,약함,바디감,가벼움,백,이주,맛,그래프,강함,강함,강함,무거움,출처,:,농업,회사,법인,(,주,),세찬,",",NAVER,,,,,
78,향,향,바디감,약함,가벼움,어우,야,맛,그래프,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
79,바디감,바디감,예천,주,만월,40,%,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
80,명인안동소주 양반탈 맛 그래프,명인,안동,소주,양반탈,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
81,단맛,단맛,신맛,청량감,바디감,호랑이,생,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
82,다랭이팜유자막걸리 맛 그래프,다랭이,팜유,자,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
83,단맛,단맛,신맛,청량감,바디감,대작,생,막걸리,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,,
84,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,순,향주,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
85,향기,향기,맛,자연,송이주,맛,그래프,바디감,약함,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
86,단맛,단맛,신맛,청량감,바디감,그랑,티,그르,CE2002,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
87,단맛,단맛,신맛,청량감,산내,울,오미자,주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
88,단맛,단맛,신맛,청량감,바디감,미르,40s,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
89,단맛,단맛,신맛,편백,숲,산소,막걸리,순,수령,맛,그래프,청량감,바디감,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,
90,단맛,단맛,신맛,청량감,바디감,청춘,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,,
91,김천과하주 23% 맛 그래프,김천,과하주,23,%,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
92,향,향,바디감,예천,주,사월,24,%,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
93,동강더덕주 맛 그래프,동강,더덕주,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
94,조은술세종바나나 맛 그래프,조은술,세종,바나나,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
95,두레앙 브랜디 맛 그래프,두레,앙,브랜디,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
96,다래와인 7004S 맛 그래프,다래,와인,7004S,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,
97,송명섭 막걸리 맛 그래프,송명섭,막걸리,맛,그래프,단맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
98,단맛,단맛,신맛,청량감,젤,코바,스페셜,와인,맛,그래프,약함,약함,약함,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
99,단맛,단맛,신맛,청량감,바디감,청송,얼음골,동동주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,
100,감홍로 청자 맛 그래프,감홍로,청자,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
101,단맛,단맛,신맛,청량감,바디감,이동,생쌀,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
102,고구마아락 맛 그래프,고구마,아락,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
103,배도가 로아40 옐로우 맛 그래프,배도,가,로아,40,옐로우,맛,그래프,향기,맛,바디감,약함,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
104,컨츄리 와인 캠벨얼리(스위트) 맛 그래프,컨츄리,와인,캠벨얼리,(,스위트,),맛,그래프,단맛,신맛,바디감,목넘김,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,
105,단맛,단맛,신맛,청량감,바디감,이동,쌀,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
106,뱅꼬레 아이스와인 맛 그래프,뱅,꼬레,아이스,와인,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
107,시인의마을 우리쌀 막걸리맛 그래프,시인,의,마을,우리,쌀,막걸리,맛,그래프,단맛,신맛,약함,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,
108,해창12도 생막걸리 맛 그래프,해창,12,도,생,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,
109,해창찹쌀생막걸리 맛 그래프,해창,찹쌀,생,막걸리,맛,그래프,단맛,낮음,신맛,청량감,바디감,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
110,단맛,단맛,신맛,청량감,바디감,병영,설성,동동주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,
111,단맛,단맛,신맛,청량감,안양,동동주,맛,그래프,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,,,
112,단맛,단맛,신맛,청량감,바디감,대,대포,생,막걸리,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,JER,,,,,,
113,제주 고소리술 맛 그래프,제주,고,소리,술,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
114,단맛,단맛,신맛,청량감,바디감,야관문,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,,
115,쿨샷 7.5 맛 그래프,쿨샷,7.5,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
116,단맛,단맛,신맛,청량감,바디감,나루,생,막걸리,11.5,%,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,
117,향,향,바디감,약함,가벼움,르,깔롱,맛,그래프,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
118,베베마루 캠벨로제스위트 맛 그래프,베베,마루,캠벨,로제,스위트,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,
119,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,백년,향,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,
120,단맛,단맛,신맛,청량감,바디감,조선주,조사,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,,,
121,단맛,단맛,신맛,청량감,바디감,세종,알밤,주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
122,세종 청주생막걸리 맛 그래프,세종,청주,생,막걸리,맛,그래프,단맛,낮음,신맛,청량감,바디감,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
123,단맛,단맛,신맛,청량감,바디감,남산,애,레드,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
124,금산인삼주 수삼단본720 43% 맛 그래프,금산,인삼주,수삼,단본,720,43,%,맛,그래프,향기,맛,바디감,약함,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,
125,계룡백일주 40% 맛 그래프,계룡,백일주,40,%,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
126,단맛,단맛,신맛,바디감,목넘김,홍삼,명주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
127,민속주안동소주600 맛 그래프,민속주,안동,소주,600,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
128,단맛,단맛,신맛,청량감,바디감,감자,술,13,%,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,",",NAVER,,
129,향기 약함,향기,약함,맛,감아,락,25,맛,그래프,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
