,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
259,민속주안동소주400 맛 그래프,민속주,안동,소주,400,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
260,진쾌남 맛 그래프,진,쾌남,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,,
261,단맛,단맛,신맛,청량감,바디감,대잎,생,동동주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,
262,술아 막걸리 맛 그래프,술아,막걸리,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
263,단맛,단맛,신맛,청량감,바디감,산막,대덕,주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,
264,매실원주 15% 맛 그래프,매실,원주,15,%,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
265,향,향,바디감,예천,주,만월,24,%,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,
266,술예쁘다 생탁주 맛 그래프,술,예쁘다,생,탁주,맛,그래프,단맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,
267,샤토미소 레드 프리미엄 드라이 맛 그래프,샤토,미소,레드,프리미엄,드라이,맛,그래프,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,
268,단맛,단맛,신맛,청량감,바디감,풍정,사계,춘,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,
269,문경바람 오크 맛 그래프,문경,바람,오크,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,
270,여포의 꿈(레드 드라이) 맛 그래프,여포,의,꿈,(,레드,드라이,),맛,그래프,단맛,신맛,바디감,목넘김,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,
271,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,천년,담주,맛,그래프,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,
272,지장수호박 생막걸리 맛 그래프,지장수,호박,생,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
273,시나브로 에뚜왈 로제 스파클링 와인 맛 그래프,시나브로,에,뚜왈,로제,스파클링,와인,맛,그래프,단맛,신맛,청량감,약함,약함,약함,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움
274,단맛,단맛,신맛,청량감,마주,소곡주,맛,그래프,약함,약함,약함,강함,가벼움,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,,,
275,단맛,단맛,신맛,청량감,바디감,황진이,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,,
276,단맛,단맛,신맛,청량감,바디감,맑은,문희주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
277,단맛,단맛,신맛,청량감,약함,약함,약함,당당,하리,맛,그래프,바디감,가벼움,강함,강함,강함,무거움,출처,:,농업,회사,법인,(,주,),세찬,",",NAVER,,,,,
278,향,향,바디감,안동,소주,필,(,Feel,),맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,
279,단맛,단맛,신맛,청량감,바디감,금,이산,농원,복숭아,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,
280,단맛,단맛,신맛,청량감,약함,약함,약함,오매,백주,맛,그래프,바디감,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
281,단맛,단맛,신맛,청량감,허니문,와인,맛,그래프,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,VER,,,,,
282,1000억 막걸리 프리바이오 맛 그래프,1000,억,막걸리,프리,바이오,맛,그래프,단맛,신맛,청량감,약함,약함,약함,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,
283,대관령 복분자주 맛 그래프,대관령,복분자주,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,
284,고도리 화이트와인 드라이 맛 그래프,고도리,화이트,와인,드라이,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
285,한비 무병장수술 맛 그래프,한비,무병,장수술,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
286,감홍로 백자 맛 그래프,감홍로,백자,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
287,단맛,단맛,신맛,청량감,삼양,춘,청주,맛,그래프,약함,약함,약함,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,,
288,단맛,단맛,신맛,청량감,바디감,창원,생,탁주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,,
289,단맛,단맛,신맛,청량감,바디감,라이스,퐁당,13,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,
290,향기 약함,향기,약함,맛,호담,300,맛,그래프,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
291,단맛,단맛,신맛,청량감,바디감,금,이산,농원,사과,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,
292,단맛,단맛,신맛,청량감,젤,코바,캠벨,와인,맛,그래프,약함,약함,약함,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
293,단맛,단맛,신맛,청량감,그랑,고또,레드,와인,맛,그래프,약함,약함,약함,강함,가벼움,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
294,DMZ 240km 맛 그래프,DMZ,240km,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
295,단맛,단맛,신맛,청량감,바디감,원조,소곡주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,
296,향,향,바디감,해방,주,18.8,%,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
297,향,향,바디감,진맥,소주,22,%,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
298,뱅꼬레 레드와인 맛 그래프,뱅,꼬레,레드,와인,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
299,향,향,바디감,예천,주,사월,36.5,%,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
300,단맛,단맛,신맛,청량감,1000,억,유산균,막걸리,맛,그래프,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,
301,단맛,단맛,신맛,청량감,약함,약함,약함,설,련주,맛,그래프,강함,강함,강함,바디감,가벼움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,,,
302,아황주 맛 그래프,아,황주,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
303,단맛,단맛,신맛,청량감,바디감,신선,주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,,
304,단맛,단맛,신맛,청량감,바디감,유기농,이,도,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
305,단맛,단맛,신맛,청량감,바디감,추사,블루,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,
306,단맛,단맛,신맛,균형감,운암,1945,맛,그래프,약함,약함,바디감,가벼움,강함,강함,무거움,출처,:,농업,회사,법인,우포,의,아침,주식회사,",",NAVER,,,,,,,
307,단맛,단맛,신맛,바디감,목넘김,미소,아이스,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
308,계룡백일주 16% 맛 그래프,계룡,백일주,16,%,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,NAVER,,,,,,,
309,공주애 오디와인 맛 그래프,공주,애,오디,와인,맛,그래프,단맛,약함,신맛,약함,청량감,바디감,가벼움,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
310,려 고구마증류소주 25% 맛 그래프,려,고구마,증류,소주,25,%,맛,그래프,향기,약,목넘김,바디감,드라이,라이트,강,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
311,단맛,단맛,신맛,청량감,바디감,풍정,사계,하,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,
312,은자골곶감생탁배기 맛 그래프,은자,골,곶감,생,탁배기,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,
313,단맛,단맛,신맛,청량감,바디감,성포,생,막걸리,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,
314,단맛,단맛,신맛,청량감,바디감,홍천강,탁주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
315,향,향,바디감,목넘김,한비,쌀,소주,맛,그래프,약함,가벼움,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
316,향,향,바디감,연천,우주,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,,,,,,
317,한비 오가피술 맛 그래프,한비,오가피,술,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
318,천비향 오양주 약주 맛 그래프,천비,향,오,양주,약주,맛,그래프,단맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,
319,단맛,단맛,신맛,청량감,바디감,양촌,생,동동주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
320,코이버펑크 머스캣 베일리 에이 맛 그래프,코이,버,펑크,머스,캣,베일리,에이,맛,그래프,단맛,신맛,청량감,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,코이,버,펑크,NAVER,,,,,
321,단맛,단맛,신맛,청량감,바디감,머루,이야기,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,NAVER,,,,,,,,,
322,단맛,단맛,신맛,청량감,바디감,평창,머루주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,
323,단맛,단맛,신맛,청량감,바디감,머,르드,서,드라이,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,
324,향수 우리밀 막걸리 맛 그래프,향수,우리밀,막걸리,맛,그래프,단맛,신맛,약함,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,
325,향,향,맛,약함,드라이,바디감,가벼움,목넘김,부드러움,33JU,맛,그래프,강함,스위트,무거움,거침,출처,:,농업,회사,법인,33,가,주식회사,",",NAVER,,,,,,,
326,단맛,단맛,신맛,맑은,내일,Winery,단감,명작,맛,그래프,청량감,바디감,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,농업,회사,법인,우포,의,아침,주식회사,",",NAVER,,
327,한주 맛 그래프,한주,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,,,
328,향,향,바디감,목넘김,원매,맛,그래프,약함,가벼움,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
329,단맛,단맛,신맛,청량감,바디감,전주,술,로,시티,오목대,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,
330,단맛,단맛,신맛,청량감,바디감,금산,인삼주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,NAVER,,,,,,,,,,
331,단맛,단맛,신맛,청량감,바디감,편백,숲,산소,막걸리,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,
332,단맛,단맛,신맛,청량감,바디감,평창,오디주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,,
333,원매프리미엄 맛 그래프,원매,프리미엄,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
334,단맛,단맛,신맛,청량감,바디감,진심,홍삼,주,19,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,NAVER,,,,,,,
335,단맛,단맛,신맛,청량감,산내,울,사과,매주,맛,그래프,약함,약함,약함,강함,가벼움,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,,
336,단맛,단맛,신맛,청량감,유기농,이,도,14,맛,그래프,약함,약함,약함,강함,가벼움,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,MER,무거움,,
337,향,향,맛,심플리,애플,맛,그래프,약함,균형감,드라이,바디감,가벼움,목넘김,부드러움,강함,스위트,무거움,거침,출처,:,전진,아,",",이재욱,소믈리에,,,,,,,,
338,천년전주 생막걸리 맛 그래프,천년,전주,생,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
339,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,설,하담,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
340,향,향,맛,약함,드라이,바디감,가벼움,균형감,이도,32,맛,그래프,목넘김,부드러움,강함,스위트,무거움,거침,출처,:,전진,아,",",이재욱,소믈리에,,,,,,,,
341,단맛,단맛,신맛,청량감,이상헌,탁주,맛,그래프,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
342,향,향,맛,배도,가,로아,19,레드,맛,그래프,약함,드라이,바디감,가벼움,목넘김,부드러움,강함,스위트,무거움,거침,출처,:,이현주,소믈리에,vas,NAVER,,,,,,,
343,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,애석,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
344,화주 맛 그래프,화주,맛,그래프,약함,향,바디감,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
345,능이주 맛 그래프,능이,주,맛,그래프,단맛,약함,신맛,약함,청량감,바디감,가벼움,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
346,단맛,단맛,신맛,청량감,바디감,기다림,맑은,술,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명우,VER,,,,
347,블루베리이야기 맛 그래프,블루,베리,이야기,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,NAVER,,,,,,,
348,단맛,단맛,신맛,청량감,바디감,이강주,(,25,%,),맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,
349,석로주 맛 그래프,석로,주,맛,그래프,단맛,약함,신맛,약함,청량감,바디감,가벼움,약함,강함,강함,강함,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
350,단맛,단맛,신맛,청량감,바디감,포엠,레드,스위트,와인,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,
351,단맛,단맛,신맛,청량감,바디감,지장,수생,막걸리,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
352,단맛,단맛,신맛,청량감,바디감,약함,약함,약함,가벼움,혼디,주,맛,그래프,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
353,향,향,바디감,모을,동주,소주,맛,그래프,약함,가벼움,목넘김,부드러움,강함,무거움,거침,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,,,,,
354,고도리 화이트와인 스위트 맛 그래프,고도리,화이트,와인,스위트,맛,그래프,단맛,신맛,청량감,바디감,가벼움,약함,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
355,지평생막걸리 쌀막걸리 맛 그래프,지,평생,막걸리,쌀,막걸리,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,
356,단맛,단맛,신맛,청량감,바디감,방문,주,약주,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,VER,,,,
357,자희향나비 생탁주 맛 그래프,자희,향,나비,생,탁주,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,
358,애피소드 애플 맛 그래프,애피소드,애플,맛,그래프,단맛,약함,신맛,청량감,바디감,가벼움,약함,약함,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
359,단맛,단맛,신맛,청량감,지란지교,무화과,탁주,맛,그래프,균형감,약함,약함,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,전진,아,",",이재욱,소믈리에,,,,,,,
360,단맛,단맛,신맛,청량감,햇,찹쌀,이,하늘,수,맛,그래프,약함,약함,약함,가벼움,강함,강함,강함,바디감,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,무거움,
361,소나무와학 맛 그래프,소나무,와,학,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
362,그랑꼬또 청수 맛 그래프,그랑,꼬또,청수,맛,그래프,단맛,신맛,청량감,바디감,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,NAVER,,,,,,,,
363,단맛,단맛,신맛,청량감,바디감,병영,소주,맛,그래프,낮음,낮음,낮음,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,
364,독고의눈물 맛 그래프,독고,의,눈물,맛,그래프,향기,약함,맛,바디감,드라이,라이트,강함,스위트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
